1,1,1700,391,156,337,1,-1,-1,-1
1,2,250,456,107,248,1,-1,-1,-1
1,3,1255,539,60,118,1,-1,-1,-1
1,4,1288,459,73,199,1,-1,-1,-1
1,5,120,504,93,239,1,-1,-1,-1
1,6,0,243,110,666,1,-1,-1,-1
1,7,1885,369,35,213,1,-1,-1,-1
2,1,1689,390,163,338,1,-1,-1,-1
2,2,261,455,96,250,1,-1,-1,-1
2,3,1256,538,59,120,1,-1,-1,-1
2,4,1290,460,71,197,1,-1,-1,-1
2,5,119,503,83,240,1,-1,-1,-1
2,6,0,246,114,662,1,-1,-1,-1
2,7,1884,370,35,208,1,-1,-1,-1
3,1,1685,388,163,340,1,-1,-1,-1
3,2,262,456,97,251,1,-1,-1,-1
3,3,1259,538,56,120,1,-1,-1,-1
3,4,1293,460,68,198,1,-1,-1,-1
3,5,115,502,87,240,1,-1,-1,-1
3,6,0,281,119,626,1,-1,-1,-1
3,7,1882,368,37,206,1,-1,-1,-1
4,1,1683,389,162,341,1,-1,-1,-1
4,2,261,456,97,251,1,-1,-1,-1
4,3,1262,538,54,121,1,-1,-1,-1
4,4,1296,459,67,199,1,-1,-1,-1
4,5,116,502,89,241,1,-1,-1,-1
4,6,0,257,125,652,1,-1,-1,-1
4,7,1879,358,39,219,1,-1,-1,-1
5,1,1685,389,159,344,1,-1,-1,-1
5,2,262,456,97,250,1,-1,-1,-1
5,3,1267,541,49,117,1,-1,-1,-1
5,4,1297,459,68,199,1,-1,-1,-1
5,5,121,503,85,241,1,-1,-1,-1
5,6,0,241,137,667,1,-1,-1,-1
5,7,1878,351,40,225,1,-1,-1,-1
6,1,1687,389,151,346,1,-1,-1,-1
6,2,263,456,95,249,1,-1,-1,-1
6,3,1272,539,43,118,1,-1,-1,-1
6,4,1299,457,69,200,1,-1,-1,-1
6,5,123,505,82,240,1,-1,-1,-1
6,6,0,238,138,671,1,-1,-1,-1
6,7,1877,347,42,232,1,-1,-1,-1
7,1,1687,390,148,348,1,-1,-1,-1
7,2,266,456,92,249,1,-1,-1,-1
7,3,1275,539,39,119,1,-1,-1,-1
7,4,1300,458,68,200,1,-1,-1,-1
7,5,122,508,81,236,1,-1,-1,-1
7,6,0,232,148,676,1,-1,-1,-1
7,7,1873,346,46,234,1,-1,-1,-1
8,1,1690,390,146,349,1,-1,-1,-1
8,2,269,455,90,248,1,-1,-1,-1
8,3,1277,539,38,117,1,-1,-1,-1
8,4,1301,457,71,201,1,-1,-1,-1
8,5,122,508,76,236,1,-1,-1,-1
8,6,0,227,160,681,1,-1,-1,-1
8,7,1872,348,47,237,1,-1,-1,-1
9,1,1689,391,148,350,1,-1,-1,-1
9,2,270,456,88,248,1,-1,-1,-1
9,3,1279,538,41,119,1,-1,-1,-1
9,4,1305,458,67,202,1,-1,-1,-1
9,5,121,505,76,238,1,-1,-1,-1
9,6,0,229,164,678,1,-1,-1,-1
9,7,1872,348,48,246,1,-1,-1,-1
10,1,1683,389,158,352,1,-1,-1,-1
10,2,273,455,86,245,1,-1,-1,-1
10,3,1282,539,41,120,1,-1,-1,-1
10,4,1306,458,79,201,1,-1,-1,-1
10,5,123,504,70,240,1,-1,-1,-1
10,6,0,229,172,678,1,-1,-1,-1
10,7,1869,338,51,331,1,-1,-1,-1
11,1,1679,389,163,354,1,-1,-1,-1
11,2,266,455,94,245,1,-1,-1,-1
11,3,1284,538,41,120,1,-1,-1,-1
11,4,1308,458,82,203,1,-1,-1,-1
11,5,122,498,70,246,1,-1,-1,-1
11,6,0,231,172,676,1,-1,-1,-1
11,7,1867,342,52,327,1,-1,-1,-1
12,1,1677,389,165,355,1,-1,-1,-1
12,2,268,455,91,247,1,-1,-1,-1
12,3,1287,537,40,121,1,-1,-1,-1
